Job ID,Job Title,Country,Job Description,Skills Required,Experience Required,Age Required,Salary,Working Hours,Facilities,Looking gender,No. of job seekers required,Available Quantity
129,Manager (Hotel/Restaurant),Oman,"This is a job for a Manager (Hotel/Restaurant) in Oman. As a Manager (Hotel/Restaurant), you will be responsible for staff management, ensuring efficiency and quality in your role. Your key duties will include guest relations, financial oversight, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Staff management, Guest relations, Financial oversight skills and the ability to work in a fast-paced, professional setting. Prior experience in manager (hotel/restaurant) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Team Supervision, Customer Service, Financial Oversight, Business Strategy, Operations Management",Experienced,29-54,"Rs. 170,688.00",9 hours,"Accommodation, Medical","male, female",34,2
130,Manager (Hotel/Restaurant),Lebanon,"This is a job for a Manager (Hotel/Restaurant) in Lebanon. As a Manager (Hotel/Restaurant), you will be responsible for staff management, ensuring efficiency and quality in your role. Your key duties will include guest relations, financial oversight, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Staff management, Guest relations, Financial oversight skills and the ability to work in a fast-paced, professional setting. Prior experience in manager (hotel/restaurant) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Team Supervision, Customer Service, Financial Oversight, Business Strategy, Operations Management",Experienced,25-50,"Rs. 181,569.00",12 hours,"Accommodation, Medical","male, female",125,55
131,Mason,Dubai,"This is a job for a Mason in Dubai. As a Mason, you will be responsible for bricklaying, ensuring efficiency and quality in your role. Your key duties will include concrete mixing, blueprint interpretation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Bricklaying, Concrete mixing, Blueprint interpretation skills and the ability to work in a fast-paced, professional setting. Prior experience in mason is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Bricklaying, Concrete Mixing, Tile Setting, Plastering, Construction Framework",Experienced,21-56,"Rs. 271,633.00",11 hours,"Accommodation, Medical","male, female",122,10
132,Mason,Qatar,"This is a job for a Mason in Qatar. As a Mason, you will be responsible for bricklaying, ensuring efficiency and quality in your role. Your key duties will include concrete mixing, blueprint interpretation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Bricklaying, Concrete mixing, Blueprint interpretation skills and the ability to work in a fast-paced, professional setting. Prior experience in mason is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Bricklaying, Concrete Mixing, Tile Setting, Plastering, Construction Framework",1st time,37-51,"Rs. 223,928.00",9 hours,"Accommodation, Food, Transport","male, female",101,24
133,Master Technician,Jordan,"This is a job for a Master Technician in Jordan. As a Master Technician, you will be responsible for advanced diagnostics, ensuring efficiency and quality in your role. Your key duties will include automobile repair, component assembly, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Advanced diagnostics, Automobile repair, Component assembly skills and the ability to work in a fast-paced, professional setting. Prior experience in master technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Jordan, this role is for you.","Advanced Diagnostics, Automobile Repair, Troubleshooting, Component Assembly, Technical Support",Experienced,37-48,"Rs. 259,581.00",10 hours,"Accommodation, Food, Medical",male,180,74
134,Master Technician,Bahrain,"This is a job for a Master Technician in Bahrain. As a Master Technician, you will be responsible for advanced diagnostics, ensuring efficiency and quality in your role. Your key duties will include automobile repair, component assembly, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Advanced diagnostics, Automobile repair, Component assembly skills and the ability to work in a fast-paced, professional setting. Prior experience in master technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Advanced Diagnostics, Automobile Repair, Troubleshooting, Component Assembly, Technical Support",Experienced,22-45,"Rs. 246,790.00",11 hours,"Accommodation, Food, Transport",male,47,42
135,Mechanical Helper,Romania,"This is a job for a Mechanical Helper in Romania. As a Mechanical Helper, you will be responsible for machine maintenance, ensuring efficiency and quality in your role. Your key duties will include parts handling, tool operation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Machine maintenance, Parts handling, Tool operation skills and the ability to work in a fast-paced, professional setting. Prior experience in mechanical helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Machine Repair, Tool Assistance, Equipment Maintenance, Parts Handling, Workshop Support",1st time,25-49,"Rs. 234,370.00",8 hours,"Accommodation, Food, Transport","male, female",116,75
136,Mechanical Helper,Dubai,"This is a job for a Mechanical Helper in Dubai. As a Mechanical Helper, you will be responsible for machine maintenance, ensuring efficiency and quality in your role. Your key duties will include parts handling, tool operation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Machine maintenance, Parts handling, Tool operation skills and the ability to work in a fast-paced, professional setting. Prior experience in mechanical helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Machine Repair, Tool Assistance, Equipment Maintenance, Parts Handling, Workshop Support",Experienced,30-52,"Rs. 160,200.00",12 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",180,67
137,Multi Technician,Saudi Arabia,"This is a job for a Multi Technician in Saudi Arabia. As a Multi Technician, you will be responsible for electrical work, ensuring efficiency and quality in your role. Your key duties will include plumbing, hvac repair, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Electrical work, Plumbing, HVAC repair skills and the ability to work in a fast-paced, professional setting. Prior experience in multi technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Electrical Repairs, Mechanical Troubleshooting, HVAC Systems, Plumbing Maintenance, Equipment Installation",Experienced,40-51,"Rs. 194,512.00",9 hours,"Accommodation, Medical, Transport, Meal Allowance",male,186,89
138,Multi Technician,Bahrain,"This is a job for a Multi Technician in Bahrain. As a Multi Technician, you will be responsible for electrical work, ensuring efficiency and quality in your role. Your key duties will include plumbing, hvac repair, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Electrical work, Plumbing, HVAC repair skills and the ability to work in a fast-paced, professional setting. Prior experience in multi technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Electrical Repairs, Mechanical Troubleshooting, HVAC Systems, Plumbing Maintenance, Equipment Installation",Experienced,22-52,"Rs. 207,673.00",8 hours,"Accommodation, Food, Medical",male,124,53
139,Nurse,Kuwait,"This is a job for a Nurse in Kuwait. As a Nurse, you will be responsible for medical care, ensuring efficiency and quality in your role. Your key duties will include health monitoring, emergency response, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Medical care, Health monitoring, Emergency response skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Patient Care, Health Assessment, Emergency Response, Medical Documentation, Medication Management",Experienced,32-55,"Rs. 295,939.00",11 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",42,5
140,Nurse,Lebanon,"This is a job for a Nurse in Lebanon. As a Nurse, you will be responsible for medical care, ensuring efficiency and quality in your role. Your key duties will include health monitoring, emergency response, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Medical care, Health monitoring, Emergency response skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Patient Care, Health Assessment, Emergency Response, Medical Documentation, Medication Management","1st time, Experienced",22-55,"Rs. 188,488.00",10 hours,"Accommodation, Food, Medical","male, female",75,66
141,Nurse- Adult,Dubai,"This is a job for a Nurse- Adult in Dubai. As a Nurse- Adult, you will be responsible for patient care, ensuring efficiency and quality in your role. Your key duties will include medication administration, vital signs monitoring, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Patient care, Medication administration, Vital signs monitoring skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse- adult is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Chronic Disease Management, Medication Administration, Patient Monitoring, Basic Treatment, Health Counseling",1st time,26-46,"Rs. 242,313.00",12 hours,"Accommodation, Medical, Meal Allowance","male, female",64,57
142,Nurse- Adult,Saudi Arabia,"This is a job for a Nurse- Adult in Saudi Arabia. As a Nurse- Adult, you will be responsible for patient care, ensuring efficiency and quality in your role. Your key duties will include medication administration, vital signs monitoring, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Patient care, Medication administration, Vital signs monitoring skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse- adult is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Chronic Disease Management, Medication Administration, Patient Monitoring, Basic Treatment, Health Counseling","1st time, Experienced",31-45,"Rs. 216,228.00",11 hours,"Accommodation, Medical, Meal Allowance","male, female",70,51
143,Nurse- Adult/Pediatric,Bahrain,"This is a job for a Nurse- Adult/Pediatric in Bahrain. As a Nurse- Adult/Pediatric, you will be responsible for dual patient care, ensuring efficiency and quality in your role. Your key duties will include neonatal care, medication dosage calculation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dual patient care, Neonatal care, Medication dosage calculation skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse- adult/pediatric is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Child and Adult Care, Medical Support, Emergency Assistance, Vaccination, Medical Assessment",Experienced,24-47,"Rs. 220,594.00",11 hours,"Accommodation, Medical, Meal Allowance","male, female",149,46
144,Nurse- Adult/Pediatric,Bahrain,"This is a job for a Nurse- Adult/Pediatric in Bahrain. As a Nurse- Adult/Pediatric, you will be responsible for dual patient care, ensuring efficiency and quality in your role. Your key duties will include neonatal care, medication dosage calculation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dual patient care, Neonatal care, Medication dosage calculation skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse- adult/pediatric is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Child and Adult Care, Medical Support, Emergency Assistance, Vaccination, Medical Assessment",1st time,22-48,"Rs. 180,788.00",11 hours,"Accommodation, Medical","male, female",99,37
145,Nurse- Pediatric,Saudi Arabia,"This is a job for a Nurse- Pediatric in Saudi Arabia. As a Nurse- Pediatric, you will be responsible for child health assessment, ensuring efficiency and quality in your role. Your key duties will include vaccination administration, pediatric emergency care, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Child health assessment, Vaccination administration, Pediatric emergency care skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse- pediatric is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Children’s Healthcare, Infant Care, Pediatric Emergency, Vaccination, Parental Counseling",Experienced,36-42,"Rs. 277,806.00",9 hours,"Accommodation, Food, Medical","male, female",88,50
146,Nurse- Pediatric,Kuwait,"This is a job for a Nurse- Pediatric in Kuwait. As a Nurse- Pediatric, you will be responsible for child health assessment, ensuring efficiency and quality in your role. Your key duties will include vaccination administration, pediatric emergency care, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Child health assessment, Vaccination administration, Pediatric emergency care skills and the ability to work in a fast-paced, professional setting. Prior experience in nurse- pediatric is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Children’s Healthcare, Infant Care, Pediatric Emergency, Vaccination, Parental Counseling",1st time,31-41,"Rs. 157,613.00",8 hours,"Accommodation, Medical, Meal Allowance","male, female",47,10
147,Office Assistant,Saudi Arabia,"This is a job for a Office Assistant in Saudi Arabia. As a Office Assistant, you will be responsible for administrative support, ensuring efficiency and quality in your role. Your key duties will include data entry, document management, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Administrative support, Data entry, Document management skills and the ability to work in a fast-paced, professional setting. Prior experience in office assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Administrative Work, Document Handling, Scheduling, Data Entry, Office Coordination","1st time, Experienced",36-55,"Rs. 268,963.00",8 hours,"Accommodation, Medical, Meal Allowance","male, female",127,16
148,Office Assistant,Romania,"This is a job for a Office Assistant in Romania. As a Office Assistant, you will be responsible for administrative support, ensuring efficiency and quality in your role. Your key duties will include data entry, document management, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Administrative support, Data entry, Document management skills and the ability to work in a fast-paced, professional setting. Prior experience in office assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Administrative Work, Document Handling, Scheduling, Data Entry, Office Coordination",1st time,40-46,"Rs. 168,214.00",10 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",136,22
149,Offset/Digital Printing Machine Operator,Dubai,"This is a job for a Offset/Digital Printing Machine Operator in Dubai. As a Offset/Digital Printing Machine Operator, you will be responsible for press operation, ensuring efficiency and quality in your role. Your key duties will include print quality control, color calibration, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Press operation, Print quality control, Color calibration skills and the ability to work in a fast-paced, professional setting. Prior experience in offset/digital printing machine operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Press Operation, Print Quality Control, Color Calibration, Machine Setup, Material Handling",1st time,24-45,"Rs. 247,997.00",11 hours,"Accommodation, Medical, Meal Allowance",male,146,58
150,Offset/Digital Printing Machine Operator,Qatar,"This is a job for a Offset/Digital Printing Machine Operator in Qatar. As a Offset/Digital Printing Machine Operator, you will be responsible for press operation, ensuring efficiency and quality in your role. Your key duties will include print quality control, color calibration, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Press operation, Print quality control, Color calibration skills and the ability to work in a fast-paced, professional setting. Prior experience in offset/digital printing machine operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Press Operation, Print Quality Control, Color Calibration, Machine Setup, Material Handling",Experienced,28-58,"Rs. 179,425.00",11 hours,"Accommodation, Food, Transport",male,189,97
151,Painter,Lebanon,"This is a job for a Painter in Lebanon. As a Painter, you will be responsible for surface preparation, ensuring efficiency and quality in your role. Your key duties will include color mixing, spray painting techniques, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Surface preparation, Color mixing, Spray painting techniques skills and the ability to work in a fast-paced, professional setting. Prior experience in painter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Wall Preparation, Color Mixing, Brush Techniques, Surface Finishing, Paint Application",Experienced,32-59,"Rs. 185,213.00",12 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",173,170
152,Painter,Romania,"This is a job for a Painter in Romania. As a Painter, you will be responsible for surface preparation, ensuring efficiency and quality in your role. Your key duties will include color mixing, spray painting techniques, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Surface preparation, Color mixing, Spray painting techniques skills and the ability to work in a fast-paced, professional setting. Prior experience in painter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Wall Preparation, Color Mixing, Brush Techniques, Surface Finishing, Paint Application",Experienced,38-55,"Rs. 299,621.00",10 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",66,10
153,Pastry & Bakery Chef,Romania,"This is a job for a Pastry & Bakery Chef in Romania. As a Pastry & Bakery Chef, you will be responsible for dough preparation, ensuring efficiency and quality in your role. Your key duties will include pastry decoration, food safety compliance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dough preparation, Pastry decoration, Food safety compliance skills and the ability to work in a fast-paced, professional setting. Prior experience in pastry & bakery chef is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Dough Preparation, Pastry Decoration, Baking Techniques, Dessert Presentation, Food Safety",Experienced,39-59,"Rs. 179,938.00",11 hours,"Accommodation, Food, Medical","male, female",91,66
154,Pastry & Bakery Chef,Lebanon,"This is a job for a Pastry & Bakery Chef in Lebanon. As a Pastry & Bakery Chef, you will be responsible for dough preparation, ensuring efficiency and quality in your role. Your key duties will include pastry decoration, food safety compliance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dough preparation, Pastry decoration, Food safety compliance skills and the ability to work in a fast-paced, professional setting. Prior experience in pastry & bakery chef is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Dough Preparation, Pastry Decoration, Baking Techniques, Dessert Presentation, Food Safety","1st time, Experienced",36-52,"Rs. 181,644.00",11 hours,"Accommodation, Medical","male, female",98,46
155,Picker (Fruits/Vegetables),Romania,"This is a job for a Picker (Fruits/Vegetables) in Romania. As a Picker (Fruits/Vegetables), you will be responsible for harvesting techniques, ensuring efficiency and quality in your role. Your key duties will include quality assessment, packaging skills, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Harvesting techniques, Quality assessment, Packaging skills skills and the ability to work in a fast-paced, professional setting. Prior experience in picker (fruits/vegetables) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Harvesting Techniques, Sorting and Grading, Storage Management, Quality Control, Pest Identification",1st time,24-52,"Rs. 247,979.00",12 hours,"Accommodation, Food, Medical","male, female",53,22
156,Picker (Fruits/Vegetables),Kuwait,"This is a job for a Picker (Fruits/Vegetables) in Kuwait. As a Picker (Fruits/Vegetables), you will be responsible for harvesting techniques, ensuring efficiency and quality in your role. Your key duties will include quality assessment, packaging skills, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Harvesting techniques, Quality assessment, Packaging skills skills and the ability to work in a fast-paced, professional setting. Prior experience in picker (fruits/vegetables) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Harvesting Techniques, Sorting and Grading, Storage Management, Quality Control, Pest Identification",Experienced,36-46,"Rs. 226,797.00",11 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",89,10
157,Pizza Maker,Romania,"This is a job for a Pizza Maker in Romania. As a Pizza Maker, you will be responsible for dough stretching, ensuring efficiency and quality in your role. Your key duties will include topping application, oven operation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dough stretching, Topping application, Oven operation skills and the ability to work in a fast-paced, professional setting. Prior experience in pizza maker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Dough Stretching, Topping Application, Oven Operation, Recipe Development, Food Presentation",1st time,24-59,"Rs. 200,044.00",8 hours,"Accommodation, Food, Medical","male, female",105,80
158,Pizza Maker,Singapore,"This is a job for a Pizza Maker in Singapore. As a Pizza Maker, you will be responsible for dough stretching, ensuring efficiency and quality in your role. Your key duties will include topping application, oven operation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dough stretching, Topping application, Oven operation skills and the ability to work in a fast-paced, professional setting. Prior experience in pizza maker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Singapore, this role is for you.","Dough Stretching, Topping Application, Oven Operation, Recipe Development, Food Presentation",Experienced,23-41,"Rs. 183,356.00",10 hours,"Accommodation, Food, Medical","male, female",75,28
159,Plumber,Singapore,"This is a job for a Plumber in Singapore. As a Plumber, you will be responsible for pipe installation, ensuring efficiency and quality in your role. Your key duties will include leak detection, water heating systems, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Pipe installation, Leak detection, Water heating systems skills and the ability to work in a fast-paced, professional setting. Prior experience in plumber is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Singapore, this role is for you.","Pipe Installation, Leak Detection, Water Heater Repair, Drainage Systems, Fixture Installation",1st time,32-51,"Rs. 238,408.00",8 hours,"Accommodation, Food, Medical","male, female",35,29
160,Plumber,Romania,"This is a job for a Plumber in Romania. As a Plumber, you will be responsible for pipe installation, ensuring efficiency and quality in your role. Your key duties will include leak detection, water heating systems, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Pipe installation, Leak detection, Water heating systems skills and the ability to work in a fast-paced, professional setting. Prior experience in plumber is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Pipe Installation, Leak Detection, Water Heater Repair, Drainage Systems, Fixture Installation","1st time, Experienced",40-42,"Rs. 296,812.00",8 hours,"Accommodation, Medical, Meal Allowance","male, female",73,69
161,Polisher,Jordan,"This is a job for a Polisher in Jordan. As a Polisher, you will be responsible for metal buffing, ensuring efficiency and quality in your role. Your key duties will include surface finishing, abrasive techniques, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Metal buffing, Surface finishing, Abrasive techniques skills and the ability to work in a fast-paced, professional setting. Prior experience in polisher is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Jordan, this role is for you.","Surface Finishing, Metal Buffing, Shine Enhancement, Abrasive Techniques, Quality Control","1st time, Experienced",36-54,"Rs. 154,602.00",10 hours,"Accommodation, Food, Transport","male, female",79,37
162,Polisher,Singapore,"This is a job for a Polisher in Singapore. As a Polisher, you will be responsible for metal buffing, ensuring efficiency and quality in your role. Your key duties will include surface finishing, abrasive techniques, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Metal buffing, Surface finishing, Abrasive techniques skills and the ability to work in a fast-paced, professional setting. Prior experience in polisher is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Singapore, this role is for you.","Surface Finishing, Metal Buffing, Shine Enhancement, Abrasive Techniques, Quality Control","1st time, Experienced",32-45,"Rs. 259,475.00",9 hours,"Accommodation, Medical, Meal Allowance","male, female",189,54
163,PPF Technician,Dubai,"This is a job for a PPF Technician in Dubai. As a PPF Technician, you will be responsible for paint protection film application, ensuring efficiency and quality in your role. Your key duties will include surface preparation, film cutting, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Paint protection film application, Surface preparation, Film cutting skills and the ability to work in a fast-paced, professional setting. Prior experience in ppf technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Paint Protection Film Application, Surface Preparation, Precision Cutting, Automotive Coatings, Film Installation",Experienced,37-42,"Rs. 270,283.00",10 hours,"Accommodation, Food, Transport",male,91,74
164,PPF Technician,Qatar,"This is a job for a PPF Technician in Qatar. As a PPF Technician, you will be responsible for paint protection film application, ensuring efficiency and quality in your role. Your key duties will include surface preparation, film cutting, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Paint protection film application, Surface preparation, Film cutting skills and the ability to work in a fast-paced, professional setting. Prior experience in ppf technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Paint Protection Film Application, Surface Preparation, Precision Cutting, Automotive Coatings, Film Installation",Experienced,33-55,"Rs. 278,932.00",8 hours,"Accommodation, Medical",male,71,66
165,Production Labor,Malaysia,"This is a job for a Production Labor in Malaysia. As a Production Labor, you will be responsible for assembly line operations, ensuring efficiency and quality in your role. Your key duties will include machine handling, quality assurance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Assembly line operations, Machine handling, Quality assurance skills and the ability to work in a fast-paced, professional setting. Prior experience in production labor is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Malaysia, this role is for you.","Assembly Line Work, Quality Inspection, Machine Handling, Safety Compliance, Packaging",1st time,36-56,"Rs. 160,873.00",8 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",111,63
166,Production Labor,Oman,"This is a job for a Production Labor in Oman. As a Production Labor, you will be responsible for assembly line operations, ensuring efficiency and quality in your role. Your key duties will include machine handling, quality assurance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Assembly line operations, Machine handling, Quality assurance skills and the ability to work in a fast-paced, professional setting. Prior experience in production labor is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Assembly Line Work, Quality Inspection, Machine Handling, Safety Compliance, Packaging","1st time, Experienced",27-58,"Rs. 252,648.00",11 hours,"Accommodation, Food, Transport","male, female",153,127
167,Saw Mill Machine operator,Malaysia,"This is a job for a Saw Mill Machine operator in Malaysia. As a Saw Mill Machine operator, you will be responsible for manual work, ensuring efficiency and quality in your role. Your key duties will include industry standards, operational skills, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Manual work, Industry standards, Operational skills skills and the ability to work in a fast-paced, professional setting. Prior experience in saw mill machine operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Malaysia, this role is for you.","Manual work, Industry standards, Operational skills",Experienced,39-44,"Rs. 242,607.00",9 hours,"Accommodation, Medical, Meal Allowance","male, female",189,47
168,Saw Mill Machine operator,Qatar,"This is a job for a Saw Mill Machine operator in Qatar. As a Saw Mill Machine operator, you will be responsible for manual work, ensuring efficiency and quality in your role. Your key duties will include industry standards, operational skills, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Manual work, Industry standards, Operational skills skills and the ability to work in a fast-paced, professional setting. Prior experience in saw mill machine operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Manual work, Industry standards, Operational skills","1st time, Experienced",35-59,"Rs. 277,344.00",12 hours,"Accommodation, Food, Medical","male, female",55,44
169,Sawing Machine Operator (JUKI),Romania,"This is a job for a Sawing Machine Operator (JUKI) in Romania. As a Sawing Machine Operator (JUKI), you will be responsible for industrial sewing, ensuring efficiency and quality in your role. Your key duties will include fabric handling, machine threading, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Industrial sewing, Fabric handling, Machine threading skills and the ability to work in a fast-paced, professional setting. Prior experience in sawing machine operator (juki) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Sewing Machine Operation, Fabric Handling, Garment Production, Thread Management, Pattern Stitching",1st time,32-42,"Rs. 190,111.00",12 hours,"Accommodation, Medical, Transport, Meal Allowance",male,9,1
170,Sawing Machine Operator (JUKI),Oman,"This is a job for a Sawing Machine Operator (JUKI) in Oman. As a Sawing Machine Operator (JUKI), you will be responsible for industrial sewing, ensuring efficiency and quality in your role. Your key duties will include fabric handling, machine threading, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Industrial sewing, Fabric handling, Machine threading skills and the ability to work in a fast-paced, professional setting. Prior experience in sawing machine operator (juki) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Sewing Machine Operation, Fabric Handling, Garment Production, Thread Management, Pattern Stitching","1st time, Experienced",35-46,"Rs. 262,673.00",10 hours,"Accommodation, Medical",male,32,29
171,Scaffolder,Malaysia,"This is a job for a Scaffolder in Malaysia. As a Scaffolder, you will be responsible for erection of scaffolds, ensuring efficiency and quality in your role. Your key duties will include safety compliance, load assessment, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Erection of scaffolds, Safety compliance, Load assessment skills and the ability to work in a fast-paced, professional setting. Prior experience in scaffolder is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Malaysia, this role is for you.","Scaffold Assembly, Construction Safety, Height Work, Load Bearing, Structural Framework",Experienced,40-44,"Rs. 254,626.00",9 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",75,44
